user,video_title,video_tiling_pattern,rating,mean_rating,std_rating,z_score
0001,FeedTheDucks,Pattern8_Checkerboard01,2.0,2.3333333333333335,0.6513389472789295,-0.5117663157191593
0001,FeedTheDucks,Pattern10_Checkerboard12,2.0,2.3333333333333335,0.6513389472789295,-0.5117663157191593
0001,FeedTheDucks,Pattern4_Center01,2.0,2.3333333333333335,0.6513389472789295,-0.5117663157191593
0001,FeedTheDucks,Pattern11_random1,2.0,2.3333333333333335,0.6513389472789295,-0.5117663157191593
0001,FeedTheDucks,Pattern5_Center02,3.0,2.3333333333333335,0.6513389472789295,1.023532631438318
0001,FeedTheDucks,Pattern6_Center12,3.0,2.3333333333333335,0.6513389472789295,1.023532631438318
0001,FeedTheDucks,Pattern1_Uniform_Low,1.0,2.3333333333333335,0.6513389472789295,-2.0470652628766364
0001,FeedTheDucks,Pattern12_random2,2.0,2.3333333333333335,0.6513389472789295,-0.5117663157191593
0001,FeedTheDucks,Pattern9_Checkerboard02,2.0,2.3333333333333335,0.6513389472789295,-0.5117663157191593
0001,FeedTheDucks,Pattern3_Uniform_High,3.0,2.3333333333333335,0.6513389472789295,1.023532631438318
0001,FeedTheDucks,Pattern7_GradCenter012,3.0,2.3333333333333335,0.6513389472789295,1.023532631438318
0001,FeedTheDucks,Pattern2_Uniform_Mid,3.0,2.3333333333333335,0.6513389472789295,1.023532631438318
0001,FootballFreestyling,Pattern1_Uniform_Low,1.0,1.6666666666666667,0.4923659639173309,-1.3540064007726602
0001,FootballFreestyling,Pattern9_Checkerboard02,1.0,1.6666666666666667,0.4923659639173309,-1.3540064007726602
0001,FootballFreestyling,Pattern4_Center01,2.0,1.6666666666666667,0.4923659639173309,0.6770032003863299
0001,FootballFreestyling,Pattern6_Center12,2.0,1.6666666666666667,0.4923659639173309,0.6770032003863299
0001,FootballFreestyling,Pattern8_Checkerboard01,1.0,1.6666666666666667,0.4923659639173309,-1.3540064007726602
0001,FootballFreestyling,Pattern3_Uniform_High,2.0,1.6666666666666667,0.4923659639173309,0.6770032003863299
0001,FootballFreestyling,Pattern7_GradCenter012,2.0,1.6666666666666667,0.4923659639173309,0.6770032003863299
0001,FootballFreestyling,Pattern5_Center02,2.0,1.6666666666666667,0.4923659639173309,0.6770032003863299
0001,FootballFreestyling,Pattern11_random1,1.0,1.6666666666666667,0.4923659639173309,-1.3540064007726602
0001,FootballFreestyling,Pattern10_Checkerboard12,2.0,1.6666666666666667,0.4923659639173309,0.6770032003863299
0001,FootballFreestyling,Pattern2_Uniform_Mid,2.0,1.6666666666666667,0.4923659639173309,0.6770032003863299
0001,FootballFreestyling,Pattern12_random2,2.0,1.6666666666666667,0.4923659639173309,0.6770032003863299
0001,LycabettusSunset,Pattern5_Center02,3.0,1.6666666666666667,0.6513389472789296,2.047065262876636
0001,LycabettusSunset,Pattern8_Checkerboard01,2.0,1.6666666666666667,0.6513389472789296,0.5117663157191589
0001,LycabettusSunset,Pattern11_random1,2.0,1.6666666666666667,0.6513389472789296,0.5117663157191589
0001,LycabettusSunset,Pattern7_GradCenter012,2.0,1.6666666666666667,0.6513389472789296,0.5117663157191589
0001,LycabettusSunset,Pattern1_Uniform_Low,1.0,1.6666666666666667,0.6513389472789296,-1.023532631438318
0001,LycabettusSunset,Pattern10_Checkerboard12,2.0,1.6666666666666667,0.6513389472789296,0.5117663157191589
0001,LycabettusSunset,Pattern6_Center12,2.0,1.6666666666666667,0.6513389472789296,0.5117663157191589
0001,LycabettusSunset,Pattern3_Uniform_High,2.0,1.6666666666666667,0.6513389472789296,0.5117663157191589
0001,LycabettusSunset,Pattern9_Checkerboard02,1.0,1.6666666666666667,0.6513389472789296,-1.023532631438318
0001,LycabettusSunset,Pattern12_random2,1.0,1.6666666666666667,0.6513389472789296,-1.023532631438318
0001,LycabettusSunset,Pattern2_Uniform_Mid,1.0,1.6666666666666667,0.6513389472789296,-1.023532631438318
0001,LycabettusSunset,Pattern4_Center01,1.0,1.6666666666666667,0.6513389472789296,-1.023532631438318
0001,MuseumOfTheAncientAgora,Pattern8_Checkerboard01,2.0,1.75,0.621581560508061,0.40219983326992187
0001,MuseumOfTheAncientAgora,Pattern10_Checkerboard12,2.0,1.75,0.621581560508061,0.40219983326992187
0001,MuseumOfTheAncientAgora,Pattern12_random2,1.0,1.75,0.621581560508061,-1.2065994998097656
0001,MuseumOfTheAncientAgora,Pattern5_Center02,2.0,1.75,0.621581560508061,0.40219983326992187
0001,MuseumOfTheAncientAgora,Pattern11_random1,1.0,1.75,0.621581560508061,-1.2065994998097656
0001,MuseumOfTheAncientAgora,Pattern1_Uniform_Low,1.0,1.75,0.621581560508061,-1.2065994998097656
0001,MuseumOfTheAncientAgora,Pattern2_Uniform_Mid,1.0,1.75,0.621581560508061,-1.2065994998097656
0001,MuseumOfTheAncientAgora,Pattern7_GradCenter012,2.0,1.75,0.621581560508061,0.40219983326992187
0001,MuseumOfTheAncientAgora,Pattern4_Center01,2.0,1.75,0.621581560508061,0.40219983326992187
0001,MuseumOfTheAncientAgora,Pattern6_Center12,3.0,1.75,0.621581560508061,2.0109991663496096
0001,MuseumOfTheAncientAgora,Pattern9_Checkerboard02,2.0,1.75,0.621581560508061,0.40219983326992187
0001,MuseumOfTheAncientAgora,Pattern3_Uniform_High,2.0,1.75,0.621581560508061,0.40219983326992187
0001,PiraeusPort,Pattern8_Checkerboard01,2.0,1.8333333333333333,0.5773502691896257,0.28867513459481303
0001,PiraeusPort,Pattern4_Center01,2.0,1.8333333333333333,0.5773502691896257,0.28867513459481303
